Foundation EIN,Foundation name,Foundation city,Foundation state,Foundation county,Foundation.Year formed,Foundation.Most recent tax filings,"Foundation.NTEE code, primary","Foundation.NAICS code, primary",Foundation.Total revenues,Foundation.Total liabilities,Foundation revenues,Foundation assets,Foundation Grant geographic focus,Foundation Total num. grants made,Grant recipient EIN,Grant recipient name,Grant amounts,Fiscal year when grants made,Recipient.Street address,Recipient.City,Recipient.Zip code,Recipient.County,Recipient.Year formed,Recipient.Most recent tax filings,"Recipient.NTEE code, primary","Recipient.NAICS code, primary",Recipient.Has full-time employees,Recipient.Has endowment support,Recipient.Federal funding types,Recipient.Total assets,Recipient.Total revenues,Recipient.Total liabilities,Recipient.Total expenses,Recipient.Number of grants made,Recipient.Median grant amount
33-0547453,Regional Access Project Foundation,"Palm Desert, California",CA,"Riverside County, California",1992,6/1/2024,"S00: Community Improvement, Capacity Building: General",813211: Grantmaking Foundations,4204679,1031248,4204679,7296785,Metro,61,95-3652725,Soroptimist House of Hope,25000,6/1/2024,13525 Cielo Azul Way,Desert Hot Springs,92240,"Riverside County, California",1981,6/1/2024,"F20: Alcohol, Drug, and Substance Abuse, Dependency Prevention and Treatment",624190: Individual and Family Services,Yes,No,,690645,811444,31626,772165,,
33-0547453,Regional Access Project Foundation,"Palm Desert, California",CA,"Riverside County, California",1992,6/1/2024,"S00: Community Improvement, Capacity Building: General",813211: Grantmaking Foundations,4204679,1031248,4204679,7296785,Metro,61,33-0777892,Martha's Village and Kitchen,25000,6/1/2024,83-791 Date Ave,Indio,92201,"Riverside County, California",1997,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,Yes,Formula grant; Grant; Sub-grant,15011613,12097601,6178024,11700562,,
33-0547453,Regional Access Project Foundation,"Palm Desert, California",CA,"Riverside County, California",1992,6/1/2024,"S00: Community Improvement, Capacity Building: General",813211: Grantmaking Foundations,4204679,1031248,4204679,7296785,Metro,61,46-4126845,Green Room Theatre Company,25000,6/1/2024,74300 Old Prospector Trail,Palm Desert,92260,"Riverside County, California",2013,7/1/2024,A65: Theater,711110: Theater Companies and Dinner Theaters,Yes,No,,178603,513689,0,419422,,
81-0661056,Loma Linda University Shared Services,"San Bernardino, California",CA,"San Bernardino County, California",2004,6/1/2024,B43: University or Technological Institute,813110: Religious Organizations,340062224,265891297,340062224,273393487,Metro,13,90-0111715,Greater Hope Foundation for Children,25000,6/1/2023,14344 Cajon Ave,Victorville,92392,"San Bernardino County, California",2003,12/1/2023,P32: Foster Care,624110: Child and Youth Services,Yes,No,Formula grant; Project grant; Grant; Sub-grant,1996706,10440737,990538,10301561,,
47-2268402,Golden State Environmental Justice Alliance,"Corona, California",CA,"Riverside County, California",2016,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,4233390,0,4233390,7055703,Metro,17,33-0556414,Southern California Mountains Foundation,25000,12/1/2023,1355 W 26th St,San Bernardino,92405,"San Bernardino County, California",1992,9/1/2024,C30: Natural Resources Conservation and Protection,"813312: Environment, Conservation, and Wildlife Organizations",Yes,No,Other assistance; Cooperative agreement; Contract; Purchase order; Sub-grant; Project grant; Grant,6032917,7681136,2045897,7567126,,
23-7369948,Palm Springs Friends of Philharmonic,"Palm Desert, California",CA,"Riverside County, California",1974,6/1/2024,A69: Symphony Orchestras,711130: Musical Groups and Artists,1778962,572150,1778962,3677695,Metro,7,95-2834871,Friends of the Cultural Center,25000,6/1/2024,73000 Fred Waring Dr,Palm Desert,92260,"Riverside County, California",1973,7/1/2024,A61: Performing Arts Centers,711110: Theater Companies and Dinner Theaters,Yes,Yes,,62867475,23336190,12980283,18829170,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,55-0914693,Palm Springs Cultural Center,25000,11/1/2023,2300 E Baristo Rd,Palm Springs,92262,"Riverside County, California",2006,12/1/2023,"A20: Arts, Cultural Organizations","7121: Museums, Historical Sites, and Similar Institutions",Yes,No,,4689002,1885859,1073967,2164515,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,95-3871126,The Desert Symphony,25000,11/1/2023,73730 Hwy 111 Suite 6,Palm Desert,92260,"Riverside County, California",1982,6/1/2024,A69: Symphony Orchestras,711130: Musical Groups and Artists,No,Yes,,673773,662007,149900,838736,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,95-3871126,The Desert Symphony,25000,11/1/2024,73730 Hwy 111 Suite 6,Palm Desert,92260,"Riverside County, California",1982,6/1/2024,A69: Symphony Orchestras,711130: Musical Groups and Artists,No,Yes,,673773,662007,149900,838736,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,33-0068583,DAP Health,25000,11/1/2024,1695 N Sunrise Way,Palm Springs,92262,"Riverside County, California",1984,6/1/2023,"E32: Ambulatory Health Center, Community Clinic",621: Outpatient Health Care Practitioners and Facilities,Yes,No,Cooperative agreement; Project grant; Sub-grant; Formula grant; Grant,84634507,90411659,19793388,81187193,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,33-0696687,Mizell Senior Center Endowment Fund,25000,11/1/2023,480 S Sunrise Way,Palm Springs,92262,"Riverside County, California",1995,6/1/2024,P81: Senior Centers and Services,813211: Grantmaking Foundations,No,Yes,,1228948,33641,17035,12069,1,7935
95-4325051,The Auen Foundation,"Palm Desert, California",CA,"Riverside County, California",1991,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,837046,733634,837046,33730911,Metro,47,37-1754922,Rancho Mirage Writers Festival,25000,12/1/2023,68925 Hwy 111,Rancho Mirage,92270,"Riverside County, California",2014,6/1/2024,A70: Humanities Organizations,"7113: Promoters of Performing Arts, Sports, and Similar Events",No,No,,2504451,3079077,203655,2731414,,
95-4325051,The Auen Foundation,"Palm Desert, California",CA,"Riverside County, California",1991,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,837046,733634,837046,33730911,Metro,47,95-1641910,Palm Springs International Film Society,25000,12/1/2023,303 N Indian Canyon Dr FL 3,Palm Springs,92262,"Riverside County, California",1989,3/1/2025,"A31: Film, Video",512110: Motion Picture and Video Production,Yes,Yes,Project grant; Grant,7931901,5191296,533931,3706892,1,25000
95-4325051,The Auen Foundation,"Palm Desert, California",CA,"Riverside County, California",1991,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,837046,733634,837046,33730911,Metro,47,95-3829219,College of the Desert Foundation,25000,12/1/2023,43500 Monterey Ave,Palm Desert,92260,"Riverside County, California",1983,6/1/2023,B11: Education Single Organization Support,813211: Grantmaking Foundations,Yes,Yes,,52675648,3477705,375942,3202927,1,519731
95-4325051,The Auen Foundation,"Palm Desert, California",CA,"Riverside County, California",1991,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,837046,733634,837046,33730911,Metro,47,33-0136550,The Barbara Sinatra Children's Center at Eisenhower,25000,12/1/2023,39000 Bob Hope Dr,Rancho Mirage,92270,"Riverside County, California",1985,6/1/2024,"I72: Child Abuse, Prevention of",624110: Child and Youth Services,Yes,Yes,Cooperative agreement; Formula grant; Sub-grant; Project grant; Grant,2421077,2849834,882494,3114784,,
95-4325051,The Auen Foundation,"Palm Desert, California",CA,"Riverside County, California",1991,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,837046,733634,837046,33730911,Metro,47,33-0566442,AIDS Assistance Program,25000,12/1/2023,1276 N Palm Canyon Dr Ste 108,Palm Springs,92262,"Riverside County, California",1991,6/1/2023,G81: HIV / AIDS,624190: Individual and Family Services,Yes,No,,63485,598097,115462,641897,,
95-4325051,The Auen Foundation,"Palm Desert, California",CA,"Riverside County, California",1991,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,837046,733634,837046,33730911,Metro,47,33-0694580,The Well in the Desert,25000,12/1/2023,PO Box 5312,Palm Springs,92263,"Riverside County, California",1996,12/1/2023,"L41: Homeless, Temporary Shelter",624210: Community Food Services,No,No,,227620,355281,60440,384469,,
95-4325051,The Auen Foundation,"Palm Desert, California",CA,"Riverside County, California",1991,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,837046,733634,837046,33730911,Metro,47,26-0090283,American Association of Zoo Keepers / The Living Desert Reserve,25000,12/1/2023,47900 Portola Ave,Palm Desert,92260,"Riverside County, California",1992,12/1/2024,"D30: Wildlife Preservation, Protection",813920: Professional Associations,No,No,,,,,,,
45-4716853,PS Resorts,"Palm Springs, California",CA,"Riverside County, California",2012,12/1/2023,S30: Economic Development,561591: Convention and Visitors Bureaus,899429,0,899429,1678630,Metro,15,30-0852223,Desert X,25000,12/1/2023,PO Box 4050,Palm Springs,92263,"Riverside County, California",2014,6/1/2023,"A20: Arts, Cultural Organizations","7113: Promoters of Performing Arts, Sports, and Similar Events",Yes,No,,511716,1269162,166272,2839083,,
82-1342410,The Jack H Brown Family Foundation,"Riverside, California",CA,"Riverside County, California",2017,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,7039423,6415,7039423,36715476,Metro,12,26-1788007,Sheriffs Employee Assistance Team,25000,12/1/2023,655 E Third St,San Bernardino,92415,"San Bernardino County, California",2007,12/1/2023,"I00: Crime, Legal: General",624190: Individual and Family Services,No,No,,1582989,180995,0,90560,1,10000
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,33-0777892,Martha's Village and Kitchen,25000,6/1/2024,83-791 Date Ave,Indio,92201,"Riverside County, California",1997,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,Yes,Formula grant; Grant; Sub-grant,15011613,12097601,6178024,11700562,,
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,33-0745940,Greater Palm Springs Pride,25000,6/1/2023,329 W Mariscal Rd,Palm Springs,92262,"Riverside County, California",1997,12/1/2024,R26: LGBT Rights,"7113: Promoters of Performing Arts, Sports, and Similar Events",No,No,,827553,313423,0,179794,1,17499
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,95-1083673,Palm Springs Chamber of Commerce,25000,6/1/2024,190 W Amado Rd,Palm Springs,92262,"Riverside County, California",1940,6/1/2023,S41: Promotion of Business,813910: Trade Associations,Yes,No,,917921,876616,340889,779874,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,33-0615350,Palm Springs Air Museum,25000,11/1/2024,745 N Gene Autry Trail,Palm Springs,92262,"Riverside County, California",1994,8/1/2024,A54: History Museums,"7121: Museums, Historical Sites, and Similar Institutions",Yes,No,Contract; Purchase order,25962550,5906509,790302,4654934,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,23-7296531,Guide Dogs of the Desert,25000,11/1/2024,60735 Dillon Rd,Whitewater,92282,"Riverside County, California",1972,12/1/2024,"B28: Special Education Institutions, Programs",,Yes,Yes,,11785223,2764522,657520,3241312,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,95-1861861,Angel View,25000,11/1/2024,67625 E Palm Canyon Dr Ste A7,Cathedral City,92234,"Riverside County, California",1955,6/1/2024,P82: Developmentally Disabled Centers and Services,623210: Residential Intellectual and Developmental Disability Facilities,Yes,Yes,Project grant; Formula grant; Grant; Sub-grant,56217208,35762710,11405983,36348187,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,95-1861861,Angel View,25000,11/1/2023,67625 E Palm Canyon Dr Ste A7,Cathedral City,92234,"Riverside County, California",1955,6/1/2024,P82: Developmentally Disabled Centers and Services,623210: Residential Intellectual and Developmental Disability Facilities,Yes,Yes,Project grant; Formula grant; Grant; Sub-grant,56217208,35762710,11405983,36348187,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,33-0233725,Children's Discovery Museum of The Desert,25000,11/1/2024,71-701 Gerald Ford Dr,Rancho Mirage,92270,"Riverside County, California",1987,6/1/2023,A52: Childrens Museums,"7121: Museums, Historical Sites, and Similar Institutions",Yes,No,,5309544,838468,815323,570660,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,95-3618489,Cathedral Center / Cathedral City Senior Center,25000,11/1/2024,37-171 W Buddy Rogers Ave,Cathedral City,92234,"Riverside County, California",1980,12/1/2023,P81: Senior Centers and Services,624120: Services for the Elderly and People with Disabilities,Yes,No,,387091,1149902,356031,1226683,,
36-4120417,Berger Family Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1997,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,60048,0,60048,1600371,National,24,23-7211881,Jewish Federation of Palm Springs and Desert Area,25000,12/1/2023,69710 Hwy 111,Rancho Mirage,92270,"Riverside County, California",1960,6/1/2023,X30: Jewish,813410: Civic and Social Organizations,Yes,Yes,,8078386,2247263,1701249,2162290,16,58750
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,95-6122699,Boys and Girls Club of Coachella Valley,25000,6/1/2023,42-600 Cook St 120,Palm Desert,92211,"Riverside County, California",1964,6/1/2024,"O20: Youth Centers, Boys and Girls Clubs",813410: Civic and Social Organizations,Yes,Yes,,18102357,4473863,351363,3617383,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,95-6122699,Boys and Girls Club of Coachella Valley,25000,6/1/2023,42-600 Cook St 120,Palm Desert,92211,"Riverside County, California",1964,6/1/2024,"O20: Youth Centers, Boys and Girls Clubs",813410: Civic and Social Organizations,Yes,Yes,,18102357,4473863,351363,3617383,,
