EIN,Org name,Acronym,Website URL,Street address,City,Zip code,County,Year formed,Most recent tax filings,"NTEE code, primary","NAICS code, primary",California FTB status revoked,Has full-time employees,Has endowment support,Federal funding types,Total assets,Total revenues,Number of grants received,"Total grants, contributions, etc.: Percent of revenues",Total liabilities,Total expenses,Total general management expenses: Percent of expenses,Total program-related expenses: Percent of expenses,"All salaries, compensation, and employee benefits: Percent of expenses",Number of grants made,Median grant amount
46-1233559,Temecula Chess Club,,http://temeculachess.com/,28920 Davenport LN,Temecula,92591,"Riverside County, California",2013,12/1/2023,B90: Educational Services,"713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,1578,31254,0,99.98080246,0,32139,,69.37054669,0,,
45-3163717,Undergarments for the World,,,913 Kimberly Ave,Redlands,92374,"San Bernardino County, California",2013,12/1/2023,P60: Emergency Assistance,624190: Individual and Family Services,No,No,No,,1580,7500,0,100,0,6320,,0,0,,
88-2631934,Passion of Mercy Association,,,9875 Choiceana Ave,Hesperia,92345,"San Bernardino County, California",,12/1/2023,Z99: ,,No,No,No,,1600,0,0,0,1600,0,,0,0,,
45-2413382,All Sudanesse American Society,,,8401 White Oak Ave Ste 113,Rancho Cucamonga,91730,"San Bernardino County, California",2020,12/1/2023,"A03: Arts, Culture and Humanities Professional Societies and Associations",813410: Civic and Social Organizations,No,No,No,,1627,18010,0,100,0,17920,,0,0,,
85-1114231,Stars and Stripes Service and Thearpy Training,,https://starsandstripesservicedog.org/,28630 Windridge Dr,Menifee,92584,"Riverside County, California",2020,12/1/2023,D60: Other Services-Specialty Animals,61151: Technical and Trade Schools,No,No,No,,1667,0,0,0,0,0,,0,0,,
61-1800709,Red Zone,,https://www.redzonecamps.com/,18329 Alder St,Riverside,92504,"Riverside County, California",2016,12/1/2023,"N60: Amateur Sports Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,1670,495268,0,100,3729,497327,0,100,15.39972694,,
93-3319450,Peace From Chaos 91,,https://peacefromchaos.org/,PO Box 121,Blythe,92226,"Riverside County, California",2023,12/1/2023,F12: Mental Health and Crisis Intervention Fund Raising and Fund Distribution,624190: Individual and Family Services,No,No,No,,1682,4769,1,100,0,3087,,97.92678976,0,,
82-5344046,Martial Arts for Life,,,32971 Marie Dr,Lake Elsinore,92530,"Riverside County, California",2018,12/1/2023,"O50: Youth Development Programs, Other",61151: Technical and Trade Schools,No,No,No,,1695,7280,0,0,0,6976,,98.03612385,0,,
61-1567597,Strike Force Softball,,https://westcoastdukes.com/,21504 Appaloosa CT,Canyon Lake,92587,"Riverside County, California",2014,12/1/2023,"N63: Baseball, Softball","713990: Amateur Sports, Youth Sports, and Recreational Services",Yes,No,No,,1736,54600,0,100,100000,53752,10.04613782,89.95386218,0,,
87-2503034,Niya Safi Foundation,,,10950 Arrow Rte 1685,Rancho Cucamonga,91730,"San Bernardino County, California",2021,12/1/2023,Q33: International Relief,624230: Emergency and Relief Services,No,No,No,,1818,174521,0,100,0,172703,,0,0,,
85-0510340,Peas Blessing Bags,,,3750 University Ave Ste 610,Riverside,92501,"Riverside County, California",2020,12/1/2023,Z99: ,624230: Emergency and Relief Services,No,No,No,,1875,0,0,0,0,0,,0,0,,
38-4107296,Bliss Tennis and Wellness,,,25778 7th St,San Bernardino,92410,"San Bernardino County, California",2018,12/1/2023,"N66: Tennis, Racquet Sports Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,1975,23451,0,100,0,23372,19.99841878,19.0270409,53.87643334,,
85-3313360,Big Sky Labor and Employment Institute LLC,,https://bigskylaborandemployment.org/,80240 Merion,La Quinta,92253,"Riverside County, California",2021,12/1/2023,"B60: Adult, Continuing Education",611430: Professional and Management Development Training,No,No,No,,1982,93734,0,26.93793074,0,92247,,0,0,,
83-1901382,Claremont Creative Improvement Foundation,,,1801 E Tahquitz Canyon Way 202,Palm Springs,92262,"Riverside County, California",2019,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,2048,19103,0,100,0,22623,,,0,,
84-1928076,Pulse Ground,,,16225 Beaver Rd,Adelanto,92301,"San Bernardino County, California",2020,12/1/2023,"Q20: International Exchanges, Cultural Understanding",611710: Educational Support Services,Yes,No,No,,2067,0,0,0,6225,1225,,0,0,,
92-2243956,Cantcant,,,1315 S Meadow LN Apt 170,Colton,92324,"San Bernardino County, California",2023,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,2155,33385,0,62.55803505,0,31542,20.09384313,79.90615687,31.13309238,,
47-1400544,Actively Aging,,,PO Box 1032,Upland,91785,"San Bernardino County, California",2014,12/1/2023,"K30: Food Service, Free Food Distribution Programs",624210: Community Food Services,No,No,No,,2261,11400,0,100,0,9784,,3.137775961,31.68438267,,
86-1840707,Island Grad,,https://islandgrad.org/,6894 N Huntington Dr,San Bernardino,92407,"San Bernardino County, California",2021,12/1/2023,O00: Youth Development: General,813410: Civic and Social Organizations,No,No,No,,2325,72451,1,100,0,83129,,71.73068364,0,,
27-4695266,B and F St Brigitta Foundation,,,1693 W Wabash St,Rialto,92376,"San Bernardino County, California",2012,12/1/2023,"B82: Scholarships, Student Financial Aid Services",813211: Grantmaking Foundations,No,No,No,,2346,2857,0,100,0,3407,,77.54622835,0,,
83-3356086,Schnauzerpalz Rescue,,http://www.schnauzerpalz.com/,2623 Annapolis Cir,San Bernardino,92408,"San Bernardino County, California",2019,12/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,No,No,,2360,12898,0,100,0,10931,,97.71292654,0,,
38-3803892,Sikh Gurudwara of Sadh Sangat,,http://norcogurdwara.com/,2784 Reservoir Dr,Norco,92860,"Riverside County, California",1998,12/1/2023,X00: Religion: General,813110: Religious Organizations,No,Yes,No,,2383,69890,0,100,5482,82001,0,0,17.19003427,,
92-0596162,Crown Acrobatic Gymnastics Foundation,,,12125 Day St,Moreno Valley,92557,"Riverside County, California",2022,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,2405,2405,0,100,0,0,,,0,,
27-2296024,Net for Hope Foundation,,,31362 Keller Rd,Winchester,92596,"Riverside County, California",2013,12/1/2023,Q33: International Relief,813211: Grantmaking Foundations,No,No,No,,2424,10022,0,100,0,8049,,69.25083861,0,,
95-3566332,Riverside Opera Guild,,,20345 Grand Ave,Wildomar,92595,"Riverside County, California",2008,12/1/2023,A6A: Opera,711110: Theater Companies and Dinner Theaters,No,No,No,,2450,9792,0,77.27736928,0,9792,,0,0,,
80-0268207,Exposher,,https://www.exposherinc.org/,7681 Stonegate Dr,Eastvale,92880,"Riverside County, California",2017,12/1/2023,"O50: Youth Development Programs, Other",624110: Child and Youth Services,No,No,No,,2472,65294,3,100,0,64402,,72.97910003,0,,
85-0862172,Hocker Productions,,,2286 N Indian Canyon Dr Unit E,Palm Springs,92262,"Riverside County, California",2020,12/1/2023,"A20: Arts, Cultural Organizations",512110: Motion Picture and Video Production,No,No,No,,2501,60700,0,100,0,60700,,0.823723229,0,,
83-3467120,Bag of Hope Project,,,11936 Bunting Cir,Corona,92883,"Riverside County, California",2019,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,2526,131488,0,100,0,131731,,,0,1,68945
83-3305605,Led By Gods Spirit,,,31566 Railroad Cyn Rd Ste 2,Canyon Lake,92587,"Riverside County, California",2020,12/1/2023,P20: Human Service Organizations,813110: Religious Organizations,No,No,No,,2699,0,0,0,0,173,,100,0,,
82-2185782,Enrichment Coaching Services and Associates,,https://www.ecoaching4life.us/,5206 Benito St Unit 109,Montclair,91763,"San Bernardino County, California",2018,12/1/2023,P80: Services to Promote the Independence of Specific Population Groups,624190: Individual and Family Services,No,No,No,,2742,75922,1,100,0,74936,,100,4.206256005,,
87-2869890,Lifting Dreams Community Devlo,,,2999 Kendall Dr Ste 204-6030,San Bernardino,92407,"San Bernardino County, California",2021,12/1/2023,"L20: Housing Development, Construction, Management",62422: Community Housing Services,No,No,No,,2748,29395,0,66.13369621,0,28900,19.99653979,80.00346021,26.71280277,,
46-4136670,Recycled Love Dog Rescue,,,11762 De Palma Rd,Corona,92883,"Riverside County, California",2013,12/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,No,No,,2803,18107,0,100,7711,23015,0,100,0,,
33-0123421,California State PTA - 3459 Wildomar Elementary PTA,,,21757 Palomar St,Wildomar,92595,"Riverside County, California",1943,12/1/2023,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,2954,21598,0,12.25576442,0,22157,,92.86907072,0,,
82-5385128,Vetwear,,http://www.vetwear.org/,PO Box 362,Nuevo,92567,"Riverside County, California",2022,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,2981,52,0,57.69230769,0,136,,,0,,
81-2790696,Black Business Women Rock,,,23662 Hemlock Ave Unit 30,Moreno Valley,92557,"Riverside County, California",2017,12/1/2023,"S43: Management Services for Small Business, Entrepreneurs",813410: Civic and Social Organizations,No,No,No,,2988,5520,0,100,0,2628,,0,0,,
95-4532118,Ministerio Evangelistico Jesus,,,PO Box 1391,Chino,91708,"San Bernardino County, California",1995,12/1/2023,X20: Christian,813110: Religious Organizations,No,No,No,,3000,45752,0,100,19615,52939,,86.76967831,20.9146376,,
84-3032795,Grant Fuhr Foundation,,,40101 Monterey Ave,Rancho Mirage,92270,"Riverside County, California",2019,12/1/2023,"T12: Philanthropy, Voluntarism and Grantmaking Foundations Fund Raising and Fund Distribution",813211: Grantmaking Foundations,No,No,No,,3068,207335,4,45.68066173,0,161343,24.13615713,45.91584389,4.338583019,1,67000
92-2442715,G1 Training and Fitness,,https://www.g1trackandfield.com/,13223 Wild Sage LN,Moreno Valley,92555,"Riverside County, California",2023,12/1/2023,"N60: Amateur Sports Clubs, Leagues",713940: Fitness and Recreational Sports Centers,No,No,No,,3100,5500,0,72.72727273,0,2400,,83.33333333,0,,
27-3702122,Selah Christian Fellowship,,https://www.selahgototheworld.com/,12403 Central Ave 719,Chino,91710,"San Bernardino County, California",2009,12/1/2023,X20: Christian,813110: Religious Organizations,No,No,No,,3107,57700,0,100,-100,62720,0,100,0,,
93-4542638,Houses of Worship International,,,11400 Poplar St,Loma Linda,92354,"San Bernardino County, California",2024,12/1/2023,X12: Religion-Related Fund Raising and Fund Distribution,813110: Religious Organizations,No,No,No,,3108,5000,0,100,0,1892,,100,0,,
45-5504004,Big Bear Professional Firefighters,,,PO Box 479,Big Bear City,92314,"San Bernardino County, California",2012,12/1/2023,"M24: Fire Prevention, Protection, Control",813410: Civic and Social Organizations,Yes,No,No,,3200,-2877,0,-78.55404936,0,2074,8.545727136,369.1417551,0,,
20-0297173,Menifee Valley Medical Staff Education Association,,,28400 MC Call Blvd,Sun City,92585,"Riverside County, California",2004,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,3203,520,0,100,0,520,,,0,,
56-2579095,Hope Education Foundation,,,8660 Creekside Pl,Rancho Cucamonga,91730,"San Bernardino County, California",2006,12/1/2023,"A23: Cultural, Ethnic Awareness",611710: Educational Support Services,No,No,No,,3224,200,0,100,2428,225,,100,0,,
86-2057918,The Cracked Pot Foundation,,,3079 Temescal Ave,Norco,92860,"Riverside County, California",2022,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,3233,4567,0,100,0,1334,,,0,,
86-2195773,Omd Museum,,,383 S J St,San Bernardino,92410,"San Bernardino County, California",2021,12/1/2023,A50: Museums,"7121: Museums, Historical Sites, and Similar Institutions",No,No,No,,3359,26686,0,43.15746084,65772,91094,,100,56.93349727,,
47-3579899,Dare Humanity,,https://www.darehumanity.org/,3890 Orange St Ste 1161,Riverside,92501,"Riverside County, California",2017,12/1/2023,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",624210: Community Food Services,No,No,No,,3383,2116,0,100,0,9304,,47.53869304,0,,
45-5334930,Life Lifters International,,http://lifeliftersinternational.org/,1486 Graber St Bldg 323 No 6166,March Air Reserve Base,92518,"Riverside County, California",2013,12/1/2023,J22: Employment Training,624310: Vocational Rehabilitation Services,No,No,No,,851,38878,1,30.80662586,0,38918,,72.97651472,6.269592476,,
20-2843224,Comm Col Peace Ofcrs Association Riverside,,,4800 Magnolia Ave,Riverside,92506,"Riverside County, California",2014,12/1/2023,"J40: Labor unions, organizations",813930: Labor Unions,No,No,No,,3520,3896,0,100,0,2994,,100,0,,
33-0429486,Fullerton Certified Farmers Market,,,17130 Van Buren Blvd 392,Riverside,92504,"Riverside County, California",1981,12/1/2023,"K30: Food Service, Free Food Distribution Programs","7121: Museums, Historical Sites, and Similar Institutions",No,No,No,,3673,25114,0,100,0,30297,,0,58.66587451,,
92-0960899,International Mother Language Day Celebration Imldc,,,588 Botan St,Perris,92571,"Riverside County, California",,12/1/2023,Z99: ,,No,No,No,,3690,12740,0,100,0,9050,,0,0,,
92-1477817,The Chosen Family Project,,https://www.thechosenfamilyproject.org/,654 S Thornhill Rd 2,Palm Springs,92264,"Riverside County, California",2023,12/1/2023,P01: Human Services Alliances and Advocacy,813311: Human Rights Organizations,No,No,No,,3699,10007,0,134.1760767,0,7308,,100,0,,
84-2903292,Olimpico FC,,,17320 Ramona Ave,Fontana,92336,"San Bernardino County, California",2019,12/1/2023,"N65: Football Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,3782,18685,0,100,0,14903,0,100,0,,
81-2801573,Luna Siberian Husky Rescue,,http://lunasiberianrescue.dog/,57556 29 Palms Hwy Suite 294,Yucca Valley,92284,"San Bernardino County, California",2016,12/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,No,No,,3782,64847,3,100,0,61667,,67.41693288,0,,
85-3547260,Cast-A-Line-Foundation,,,15741 Mcintosh Ave,Chino,91708,"San Bernardino County, California",2020,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,3787,0,0,0,0,899,,,0,,
83-3218346,Huey S Rescue,,,30539 Iron Bark CT,Temecula,92591,"Riverside County, California",2019,12/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,No,No,,3794,55680,0,100,7934,55628,,0,0,,
88-2917894,One Mutt at A Time Rescue Foundation,,https://www.onemuttatatime.com/,6185 Magnolia Ave Suite 173,Riverside,92506,"Riverside County, California",2022,12/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,No,No,,3915,121157,0,100,0,132903,,100,0,,
20-1981991,Access College Foundation,,https://www.access-college.org/,43537 Ridge Park Dr 100,Temecula,92590,"Riverside County, California",2006,12/1/2023,B80: Student Services and Organizations of Students,611710: Educational Support Services,No,No,No,,3934,0,0,0,0,0,,0,0,,
20-5042625,Hosanna International Festivals Foundation,,,2414 Reindeer LN,Ontario,91761,"San Bernardino County, California",2007,12/1/2023,"N52: Fair, County and Other","7113: Promoters of Performing Arts, Sports, and Similar Events",No,No,No,,3965,111160,0,100,0,112623,,0,0,,
92-2563754,Pragathi Art Foundation Incorporated,,,11884 Mount Wilson CT,Rancho Cucamonga,91737,"San Bernardino County, California",2023,12/1/2023,A62: Dance,711120: Dance Companies,No,No,No,,3979,10798,0,100,0,6819,,0,0,,
85-3179246,Five Solas Media,,,PO Box 4067,Riverside,92514,"Riverside County, California",2021,12/1/2023,X20: Christian,512110: Motion Picture and Video Production,No,No,No,,4061,12169,1,100,0,14588,,98.38908692,0,,
47-1533038,Ralph Kiner Foundation,,,70177 Hwy 111 200,Rancho Mirage,92270,"Riverside County, California",2014,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,4075,64354,0,59.20999472,0,63745,,,0,,
92-0944873,Inland Empire Prestige Soccer Club,,,4440 Palamina CR,Jurupa Valley,92509,"Riverside County, California",2023,12/1/2023,"N64: Soccer Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,4090,48973,1,89.64531477,0,44883,,0,0,,
87-4110580,The Burum Family Foundation,,,10621 Civic Dr,Rancho Cucamonga,91730,"San Bernardino County, California",2022,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,4122,35000,0,100,0,130878,,,0,4,6250
46-1552017,Adelante Bolivia,,http://www.adelantebolivia.org/,41990 Cook St 501,Palm Desert,92211,"Riverside County, California",2013,12/1/2023,B00: Education: General,813319: Social Advocacy Organizations,No,No,No,,4146,20741,0,99.97107179,0,19492,,0,0,,
45-3070602,Jenneh Foundation,,,4686 E Ontario Mills Pkwy,Ontario,91764,"San Bernardino County, California",2013,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,4256,8216,0,100,0,124696,,,0,1,106601
87-0771421,Ponderosa Recovery Services,,,17130 Van Buren Blvd,Riverside,92504,"Riverside County, California",2006,12/1/2023,Z99: ,62422: Community Housing Services,Yes,No,No,,4273,14885,0,54.48438025,0,14428,19.99584142,80.00415858,30.08039922,,
95-4231341,Christian Business Ministries,,https://bossthemovement.org/,2020 S Lynx Ave,Ontario,91761,"San Bernardino County, California",1990,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,Yes,No,No,,4294,300,0,100,169689,47648,,,0,1,1000
34-1980293,Manna Projects,,,39605 Enterpreneur LN,Palm Desert,92211,"Riverside County, California",2004,12/1/2023,"K30: Food Service, Free Food Distribution Programs",624210: Community Food Services,No,No,No,,4346,5919,2,100,0,2642,,0,0,,
